espTa2O5,espAl2O3,espSiO,Lambda,R
170.0,20.0,70.0,596.42147,11.084768148784267
170.0,20.0,70.0,604.83871,11.166609455715562
170.0,20.0,70.0,613.49693,11.251007554947455
170.0,20.0,80.0,596.42147,11.085920969264647
170.0,20.0,80.0,604.83871,11.167336855275359
170.0,20.0,80.0,613.49693,11.251296243074338
170.0,20.0,90.0,596.42147,11.087220256656007
170.0,20.0,90.0,604.83871,11.168156671661983
170.0,20.0,90.0,613.49693,11.251621609373016
170.0,20.0,100.0,596.42147,11.088663348610115
170.0,20.0,100.0,604.83871,11.169067225003248
170.0,20.0,100.0,613.49693,11.251982987140885
170.0,20.0,110.0,596.42147,11.090247300645679
170.0,20.0,110.0,604.83871,11.170066657408352
170.0,20.0,110.0,613.49693,11.252379639023491
170.0,20.0,120.0,596.42147,11.091968896157221
170.0,20.0,120.0,604.83871,11.171152939283047
170.0,20.0,120.0,613.49693,11.252810759521395
170.0,20.0,130.0,596.42147,11.093824657296441
170.0,20.0,130.0,604.83871,11.172323876195799
170.0,20.0,130.0,613.49693,11.25327547771455
170.0,20.0,140.0,596.42147,11.095810856674616
170.0,20.0,140.0,604.83871,11.173577116261466
170.0,20.0,140.0,613.49693,11.253772860193274
170.0,20.0,150.0,596.42147,11.097923529830442
170.0,20.0,150.0,604.83871,11.174910158008055
170.0,20.0,150.0,613.49693,11.25430191418018
170.0,20.0,160.0,596.42147,11.100158488405254
170.0,20.0,160.0,604.83871,11.176320358690345
170.0,20.0,160.0,613.49693,11.254861590829623
170.0,20.0,170.0,596.42147,11.10251133396456
170.0,20.0,170.0,604.83871,11.177804943010614
170.0,20.0,170.0,613.49693,11.255450788688824
170.0,20.0,180.0,596.42147,11.10497747240193
170.0,20.0,180.0,604.83871,11.179361012207236
170.0,20.0,180.0,613.49693,11.256068357304885
170.0,20.0,190.0,596.42147,11.107552128859163
170.0,20.0,190.0,604.83871,11.180985553468725
170.0,20.0,190.0,613.49693,11.256713100961065
170.0,20.0,200.0,596.42147,11.110230363095186
170.0,20.0,200.0,604.83871,11.182675449631432
170.0,20.0,200.0,613.49693,11.257383782525537
170.0,30.0,10.0,596.42147,11.081429904405935
170.0,30.0,10.0,604.83871,11.164503111462498
170.0,30.0,10.0,613.49693,11.250171596429428
170.0,30.0,20.0,596.42147,11.08166442654986
170.0,30.0,20.0,604.83871,11.164651088572736
170.0,30.0,20.0,613.49693,11.250230324765637
170.0,30.0,30.0,596.42147,11.0820547544819
170.0,30.0,30.0,604.83871,11.164897375095926
170.0,30.0,30.0,613.49693,11.250328069903741
170.0,30.0,40.0,596.42147,11.082600075956568
170.0,30.0,40.0,604.83871,11.16524145852675
170.0,30.0,40.0,613.49693,11.250464628442856
170.0,30.0,50.0,596.42147,11.083299257776435
170.0,30.0,50.0,604.83871,11.165682623847696
170.0,30.0,50.0,613.49693,11.25063971660946
170.0,30.0,60.0,596.42147,11.084150849715893
170.0,30.0,60.0,604.83871,11.166219956004426
170.0,30.0,60.0,613.49693,11.250852971240064
170.0,30.0,70.0,596.42147,11.085153089533094
170.0,30.0,70.0,604.83871,11.166852343068738
170.0,30.0,70.0,613.49693,11.25110395103602
170.0,30.0,80.0,596.42147,11.086303909046705
170.0,30.0,80.0,604.83871,11.167578480072313
170.0,30.0,80.0,613.49693,11.251392138085771
170.0,30.0,90.0,596.42147,11.087600941246468
170.0,30.0,90.0,604.83871,11.168396873493602
170.0,30.0,90.0,613.49693,11.251716939644817
170.0,30.0,100.0,596.42147,11.089041528405426
170.0,30.0,100.0,604.83871,11.169305846376375
170.0,30.0,100.0,613.49693,11.252077690167908
170.0,30.0,110.0,596.42147,11.090622731153006
170.0,30.0,110.0,604.83871,11.170303544054432
170.0,30.0,110.0,613.49693,11.252473653580338
170.0,30.0,120.0,596.42147,11.092341338466817
170.0,30.0,120.0,604.83871,11.171387940456471
170.0,30.0,120.0,613.49693,11.252904025780644
170.0,30.0,130.0,596.42147,11.094193878535156
170.0,30.0,130.0,604.83871,11.172556844959797
170.0,30.0,130.0,613.49693,11.253367937360563
170.0,30.0,140.0,596.42147,11.09617663043888
170.0,30.0,140.0,604.83871,11.173807909761388
170.0,30.0,140.0,613.49693,11.253864456530549
170.0,30.0,150.0,596.42147,11.098285636598012
170.0,30.0,150.0,604.83871,11.17513863773119
170.0,30.0,150.0,613.49693,11.254392592236362
170.0,30.0,160.0,596.42147,11.100516715923492
170.0,30.0,160.0,604.83871,11.176546390711012
170.0,30.0,160.0,613.49693,11.254951297452894
170.0,30.0,170.0,596.42147,11.102865477615483
170.0,30.0,170.0,604.83871,11.178028398220242
170.0,30.0,170.0,613.49693,11.255539472638972
170.0,30.0,180.0,596.42147,11.105327335541435
170.0,30.0,180.0,604.83871,11.17958176652859
170.0,30.0,180.0,613.49693,11.256155969338762
170.0,30.0,190.0,596.42147,11.107897523130937
170.0,30.0,190.0,604.83871,11.181203488054036
170.0,30.0,190.0,613.49693,11.25679959391085
170.0,30.0,200.0,596.42147,11.11057110871785
170.0,30.0,200.0,604.83871,11.182890451043395
170.0,30.0,200.0,613.49693,11.257469111370668
170.0,40.0,10.0,596.42147,11.081976743731296
170.0,40.0,10.0,604.83871,11.164848152612754
170.0,40.0,10.0,613.49693,11.250308535057576
170.0,40.0,20.0,596.42147,11.082210696184008
170.0,40.0,20.0,604.83871,11.1649957702636
170.0,40.0,20.0,613.49693,11.250367120734028
170.0,40.0,30.0,596.42147,11.082600075948077
170.0,40.0,30.0,604.83871,11.165241458518482
170.0,40.0,30.0,613.49693,11.250464628434804
170.0,40.0,40.0,596.42147,11.083144072751077
170.0,40.0,40.0,604.83871,11.165584706117256
170.0,40.0,40.0,613.49693,11.250600855253106
170.0,40.0,50.0,596.42147,11.083841556148329
170.0,40.0,50.0,604.83871,11.166024799779022
170.0,40.0,50.0,613.49693,11.250775518104833
170.0,40.0,60.0,596.42147,11.08469107943693
170.0,40.0,60.0,604.83871,11.16656082667252
170.0,40.0,60.0,613.49693,11.250988254708501
170.0,40.0,70.0,596.42147,11.085690884655968
170.0,40.0,70.0,604.83871,11.167191677570418
170.0,40.0,70.0,613.49693,11.251238624837667
170.0,40.0,80.0,596.42147,11.086838908647861
170.0,40.0,80.0,604.83871,11.167916050674393
170.0,40.0,80.0,613.49693,11.25152611183869
170.0,40.0,90.0,596.42147,11.088132790152315
170.0,40.0,90.0,604.83871,11.168732456090954
170.0,40.0,90.0,613.49693,11.251850124406973
170.0,40.0,100.0,596.42147,11.089569877898427
170.0,40.0,100.0,604.83871,11.169639220937363
170.0,40.0,100.0,613.49693,11.252209998613965
170.0,40.0,110.0,596.42147,11.0911472396557
170.0,40.0,110.0,604.83871,11.170634495052768
170.0,40.0,110.0,613.49693,11.252605000172966
170.0,40.0,120.0,596.42147,11.092861672201911
170.0,40.0,120.0,604.83871,11.171716257287455
170.0,40.0,120.0,613.49693,11.253034326935829
170.0,40.0,130.0,596.42147,11.094709712158915
170.0,40.0,130.0,604.83871,11.172882322340122
170.0,40.0,130.0,613.49693,11.253497111606299
170.0,40.0,140.0,596.42147,11.096687647646288
170.0,40.0,140.0,604.83871,11.174130348110973
170.0,40.0,140.0,613.49693,11.253992424658145
170.0,40.0,150.0,596.42147,11.098791530697586
170.0,40.0,150.0,604.83871,11.175457843535789
170.0,40.0,150.0,613.49693,11.254519277444652
170.0,40.0,160.0,596.42147,11.10101719038036
170.0,40.0,160.0,604.83871,11.176862176864935
170.0,40.0,160.0,613.49693,11.255076625483909
170.0,40.0,170.0,596.42147,11.103360246560582
170.0,40.0,170.0,604.83871,11.178340584347655
170.0,40.0,170.0,613.49693,11.255663371905978
170.0,40.0,180.0,596.42147,11.105816124246253
170.0,40.0,180.0,604.83871,11.179890179283078
170.0,40.0,180.0,613.49693,11.25627837104457
170.0,40.0,190.0,596.42147,11.108380068445694
170.0,40.0,190.0,604.83871,11.181507961394976
170.0,40.0,190.0,613.49693,11.256920432157832
170.0,40.0,200.0,596.42147,11.111047159472502
170.0,40.0,200.0,604.83871,11.18319082648915
170.0,40.0,200.0,613.49693,11.257588323261267
170.0,50.0,10.0,596.42147,11.082677871659998
170.0,50.0,10.0,604.83871,11.165290545872441
170.0,50.0,10.0,613.49693,11.250484110556723
170.0,50.0,20.0,596.42147,11.082911093685395
170.0,50.0,20.0,604.83871,11.165437702643732
170.0,50.0,20.0,613.49693,11.250542513322234
170.0,50.0,30.0,596.42147,11.083299257759565
170.0,50.0,30.0,604.83871,11.165682623831241
170.0,50.0,30.0,613.49693,11.250639716593438
170.0,50.0,40.0,596.42147,11.083841556139909
170.0,50.0,40.0,604.83871,11.166024799770835
170.0,50.0,40.0,613.49693,11.250775518096846
170.0,50.0,50.0,596.42147,11.084536861911054
170.0,50.0,50.0,604.83871,11.166463519408856
170.0,50.0,50.0,613.49693,11.2509496356322
170.0,50.0,60.0,596.42147,11.08538373288702
170.0,50.0,60.0,604.83871,11.16699787276372
170.0,50.0,60.0,613.49693,11.251161708049056
170.0,50.0,70.0,596.42147,11.08638041659531
170.0,50.0,70.0,604.83871,11.167626754071389
170.0,50.0,70.0,613.49693,11.251411296495457
170.0,50.0,80.0,596.42147,11.08752485631991
170.0,50.0,80.0,604.83871,11.168348865597894
170.0,50.0,80.0,613.49693,11.251697885930778
170.0,50.0,90.0,596.42147,11.088814698172557
170.0,50.0,90.0,604.83871,11.169162722101326
170.0,50.0,90.0,613.49693,11.252020886896686
170.0,50.0,100.0,596.42147,11.090247299159937
170.0,50.0,100.0,604.83871,11.170066655921964
170.0,50.0,100.0,613.49693,11.252379637537272
170.0,50.0,110.0,596.42147,11.091819736206379
170.0,50.0,110.0,604.83871,11.171058822675302
170.0,50.0,110.0,613.49693,11.252773405858507
170.0,50.0,120.0,596.42147,11.093528816090448
170.0,50.0,120.0,604.83871,11.172137207521919
170.0,50.0,120.0,613.49693,11.253201392216617
170.0,50.0,130.0,596.42147,11.095371086247088
170.0,50.0,130.0,604.83871,11.173299631983246
170.0,50.0,130.0,613.49693,11.253662732023074
170.0,50.0,140.0,596.42147,11.097342846384876
170.0,50.0,140.0,604.83871,11.174543761271815
170.0,50.0,140.0,613.49693,11.25415649865376
170.0,50.0,150.0,596.42147,11.099440160863246
170.0,50.0,150.0,604.83871,11.175867112100807
170.0,50.0,150.0,613.49693,11.25468170654859
170.0,50.0,160.0,596.42147,11.101658871772036
170.0,50.0,160.0,604.83871,11.177267060937226
170.0,50.0,160.0,613.49693,11.255237314486752
170.0,50.0,170.0,596.42147,11.103994612652425
170.0,50.0,170.0,604.83871,11.178740852659063
170.0,50.0,170.0,613.49693,11.25582222902275
170.0,50.0,180.0,596.42147,11.106442822796083
170.0,50.0,180.0,604.83871,11.180285609578025
170.0,50.0,180.0,613.49693,11.256435308067202
170.0,50.0,190.0,596.42147,11.108998762057038
170.0,50.0,190.0,604.83871,11.181898340785157
170.0,50.0,190.0,613.49693,11.257075364595963
170.0,50.0,200.0,596.42147,11.111657526108743
170.0,50.0,200.0,604.83871,11.183575951777899
170.0,50.0,200.0,613.49693,11.257741170470783
170.0,60.0,10.0,596.42147,11.083531833929852
170.0,60.0,10.0,604.83871,11.165829373640461
170.0,60.0,10.0,613.49693,11.250697958752395
170.0,60.0,20.0,596.42147,11.08376416630676
170.0,60.0,20.0,604.83871,11.165975969068006
170.0,60.0,20.0,613.49693,11.250756138735463
170.0,60.0,30.0,596.42147,11.084150849690653
170.0,60.0,30.0,604.83871,11.16621995597981
170.0,60.0,30.0,613.49693,11.250852971216116
170.0,60.0,40.0,596.42147,11.084691079420143
170.0,60.0,40.0,604.83871,11.16656082665618
170.0,60.0,40.0,613.49693,11.250988254692603
170.0,60.0,50.0,596.42147,11.085383732878707
170.0,60.0,50.0,604.83871,11.16699787275556
170.0,60.0,50.0,613.49693,11.251161708041126
170.0,60.0,60.0,596.42147,11.086227373381483
170.0,60.0,60.0,604.83871,11.167530187767778
170.0,60.0,60.0,613.49693,11.251372971488976
170.0,60.0,70.0,596.42147,11.08722025514117
170.0,60.0,70.0,604.83871,11.168156670146697
170.0,60.0,70.0,613.49693,11.251621607858068
170.0,60.0,80.0,596.42147,11.088360329287154
170.0,60.0,80.0,604.83871,11.16887602710883
170.0,60.0,80.0,613.49693,11.251907104072542
170.0,60.0,90.0,596.42147,11.089645250910472
170.0,60.0,90.0,604.83871,11.169686779077649
170.0,60.0,90.0,613.49693,11.252228872922576
170.0,60.0,100.0,596.42147,11.091072387099647
170.0,60.0,100.0,604.83871,11.170587264755099
170.0,60.0,100.0,613.49693,11.252586255077041
170.0,60.0,110.0,596.42147,11.09263882592936
170.0,60.0,110.0,604.83871,11.171575646792185
170.0,60.0,110.0,613.49693,11.25297852133403
170.0,60.0,120.0,596.42147,11.09434138635908
170.0,60.0,120.0,604.83871,11.172649918035209
170.0,60.0,120.0,613.49693,11.253404875100165
170.0,60.0,130.0,596.42147,11.096176628993913
170.0,60.0,130.0,604.83871,11.173807908315746
170.0,60.0,130.0,613.49693,11.25386445508499
170.0,60.0,140.0,596.42147,11.098140867657563
170.0,60.0,140.0,604.83871,11.175047291752506
170.0,60.0,140.0,613.49693,11.25435633819907
170.0,60.0,150.0,596.42147,11.100230181722319
170.0,60.0,150.0,604.83871,11.176365594531477
170.0,60.0,150.0,613.49693,11.254879542641751
170.0,60.0,160.0,596.42147,11.102440429138746
170.0,60.0,160.0,604.83871,11.177760203127312
170.0,60.0,160.0,613.49693,11.255433031164163
170.0,60.0,170.0,596.42147,11.10476726010445
170.0,60.0,170.0,604.83871,11.179228372927714
170.0,60.0,170.0,613.49693,11.25601571449175
170.0,60.0,180.0,596.42147,11.107206131308281
170.0,60.0,180.0,604.83871,11.180767237221655
170.0,60.0,180.0,613.49693,11.256626454891757
170.0,60.0,190.0,596.42147,11.109752320686011
170.0,60.0,190.0,604.83871,11.182373816509207
170.0,60.0,190.0,613.49693,11.25726406986806
170.0,60.0,200.0,596.42147,11.112400942619166
170.0,60.0,200.0,604.83871,11.184045028092184
170.0,60.0,200.0,613.49693,11.257927335967269
170.0,70.0,10.0,596.42147,11.084536863394066
170.0,70.0,10.0,604.83871,11.166463520893501
170.0,70.0,10.0,613.49693,11.250949637117849
170.0,70.0,20.0,596.42147,11.084768148742345
170.0,70.0,20.0,604.83871,11.166609455674656
170.0,70.0,20.0,613.49693,11.251007554907718
170.0,70.0,30.0,596.42147,11.085153089499624
170.0,70.0,30.0,604.83871,11.166852343036112
170.0,70.0,30.0,613.49693,11.25110395100428
170.0,70.0,40.0,596.42147,11.085690884630901
170.0,70.0,40.0,604.83871,11.167191677545976
170.0,70.0,40.0,613.49693,11.251238624813888
170.0,70.0,50.0,596.42147,11.086380416578676
170.0,70.0,50.0,604.83871,11.167626754055131
170.0,70.0,50.0,613.49693,11.251411296479667
170.0,70.0,60.0,596.42147,11.087220255132895
170.0,70.0,60.0,604.83871,11.168156670138613
170.0,70.0,60.0,613.49693,11.251621607850236
170.0,70.0,70.0,596.42147,11.08820866237359
170.0,70.0,70.0,604.83871,11.16878032921467
170.0,70.0,70.0,613.49693,11.251869123717716
170.0,70.0,80.0,596.42147,11.089343598663683
170.0,70.0,80.0,604.83871,11.169496444325395
170.0,70.0,80.0,613.49693,11.2521533333184
170.0,70.0,90.0,596.42147,11.090622729661693
170.0,70.0,90.0,604.83871,11.170303542562682
170.0,70.0,90.0,613.49693,11.252473652088904
170.0,70.0,100.0,596.42147,11.092043434321706
170.0,70.0,100.0,604.83871,11.171199970114898
170.0,70.0,100.0,613.49693,11.25282942366919
170.0,70.0,110.0,596.42147,11.093602813841262
170.0,70.0,110.0,604.83871,11.172183897913378
170.0,70.0,110.0,613.49693,11.253219922143863
170.0,70.0,120.0,596.42147,11.09529770151553
170.0,70.0,120.0,604.83871,11.1732533278499
170.0,70.0,120.0,613.49693,11.25364435450933
170.0,70.0,130.0,596.42147,11.097124673449457
170.0,70.0,130.0,604.83871,11.174406099536046
170.0,70.0,130.0,613.49693,11.254101863356588
170.0,70.0,140.0,596.42147,11.099080060079043
170.0,70.0,140.0,604.83871,11.175639897572264
170.0,70.0,140.0,613.49693,11.254591529756205
170.0,70.0,150.0,596.42147,11.101159958445098
170.0,70.0,150.0,604.83871,11.17695225929317
170.0,70.0,150.0,613.49693,11.255112376332109
170.0,70.0,160.0,596.42147,11.103360245164929
170.0,70.0,160.0,604.83871,11.178340582951405
170.0,70.0,160.0,613.49693,11.255663370509854
170.0,70.0,170.0,596.42147,11.105676590038712
170.0,70.0,170.0,604.83871,11.179802136303607
170.0,70.0,170.0,613.49693,11.256243427923797
170.0,70.0,180.0,596.42147,11.108104470230414
170.0,70.0,180.0,604.83871,11.181334065557815
170.0,70.0,180.0,613.49693,11.256851415968558
170.0,70.0,190.0,596.42147,11.110639184956115
170.0,70.0,190.0,604.83871,11.182933404641517
170.0,70.0,190.0,613.49693,11.25748615747696
170.0,70.0,200.0,596.42147,11.113275870614851
170.0,70.0,200.0,604.83871,11.184597084748972
170.0,70.0,200.0,613.49693,11.258146434509266
170.0,80.0,10.0,596.42147,11.085690886114524
170.0,80.0,10.0,604.83871,11.16719167903109
170.0,80.0,10.0,613.49693,11.251238626299806
170.0,80.0,20.0,596.42147,11.085920969214587
170.0,80.0,20.0,604.83871,11.167336855226559
170.0,80.0,20.0,613.49693,11.251296243026825
170.0,80.0,30.0,596.42147,11.08630390900502
170.0,80.0,30.0,604.83871,11.167578480031688
170.0,80.0,30.0,613.49693,11.251392138046231
170.0,80.0,40.0,596.42147,11.086838908614588
170.0,80.0,40.0,604.83871,11.167916050641963
170.0,80.0,40.0,613.49693,11.251526111807165
170.0,80.0,50.0,596.42147,11.087524856295062
170.0,80.0,50.0,604.83871,11.168348865573641
170.0,80.0,50.0,613.49693,11.2516978859072
170.0,80.0,60.0,596.42147,11.088360329270628
170.0,80.0,60.0,604.83871,11.168876027092704
170.0,80.0,60.0,613.49693,11.25190710405687
170.0,80.0,70.0,596.42147,11.089343598655448
170.0,80.0,70.0,604.83871,11.169496444317389
170.0,80.0,70.0,613.49693,11.252153333310574
170.0,80.0,80.0,596.42147,11.09047263541457
170.0,80.0,80.0,604.83871,11.170208836979896
170.0,80.0,80.0,613.49693,11.252436065559602
170.0,80.0,90.0,596.42147,11.09174511734073
170.0,80.0,90.0,604.83871,11.171011739828181
170.0,80.0,90.0,613.49693,11.252754719279107
170.0,80.0,100.0,596.42147,11.09315843701252
170.0,80.0,100.0,604.83871,11.17190350764742
170.0,80.0,100.0,613.49693,11.253108641520951
170.0,80.0,110.0,596.42147,11.094709710695803
170.0,80.0,110.0,604.83871,11.172882320876605
170.0,80.0,110.0,613.49693,11.253497110143067
170.0,80.0,120.0,596.42147,11.096395788146559
170.0,80.0,120.0,604.83871,11.17394619179394
170.0,80.0,120.0,613.49693,11.253919336263982
170.0,80.0,130.0,596.42147,11.09821326326773
170.0,80.0,130.0,604.83871,11.175092971240913
170.0,80.0,130.0,613.49693,11.254374466931642
170.0,80.0,140.0,596.42147,11.10015848556991
170.0,80.0,140.0,604.83871,11.176320355853814
170.0,80.0,140.0,613.49693,11.254861587993258
170.0,80.0,150.0,596.42147,11.10222757238212
170.0,80.0,150.0,604.83871,11.177625895768307
170.0,80.0,150.0,613.49693,11.255379727153352
170.0,80.0,160.0,596.42147,11.104416421755356
170.0,80.0,160.0,604.83871,11.179007002761269
170.0,80.0,160.0,613.49693,11.255927857204773
170.0,80.0,170.0,596.42147,11.106720725998857
170.0,80.0,170.0,604.83871,11.180460958791892
170.0,80.0,170.0,613.49693,11.256504899418715
170.0,80.0,180.0,596.42147,11.109135985786617
170.0,80.0,180.0,604.83871,11.1819849249025
170.0,80.0,180.0,613.49693,11.257109727077031
170.0,80.0,190.0,596.42147,11.111657524770068
170.0,80.0,190.0,604.83871,11.183575950438668
170.0,80.0,190.0,613.49693,11.257741169131624
170.0,80.0,200.0,596.42147,11.114280504629807
170.0,80.0,200.0,604.83871,11.185230982546514
170.0,80.0,200.0,613.49693,11.258398013973721
170.0,90.0,10.0,596.42147,11.08699152849275
170.0,90.0,10.0,604.83871,11.168012350374672
170.0,90.0,10.0,613.49693,11.251564331904127
170.0,90.0,20.0,596.42147,11.08722025659795
170.0,90.0,20.0,604.83871,11.168156671605324
170.0,90.0,20.0,613.49693,11.251621609317967
170.0,90.0,30.0,596.42147,11.087600941196799
170.0,90.0,30.0,604.83871,11.168396873445168
170.0,90.0,30.0,613.49693,11.251716939597689
170.0,90.0,40.0,596.42147,11.088132790110983
170.0,90.0,40.0,604.83871,11.168732456050687
170.0,90.0,40.0,613.49693,11.251850124367827
170.0,90.0,50.0,596.42147,11.08881469813963
170.0,90.0,50.0,604.83871,11.16916272206922
170.0,90.0,50.0,613.49693,11.252020886865452
170.0,90.0,60.0,596.42147,11.089645250885866
170.0,90.0,60.0,604.83871,11.16968677905367
170.0,90.0,60.0,613.49693,11.25222887289926
170.0,90.0,70.0,596.42147,11.090622729645368
170.0,90.0,70.0,604.83871,11.170303542546765
170.0,90.0,70.0,613.49693,11.252473652073405
170.0,90.0,80.0,596.42147,11.091745117332632
170.0,90.0,80.0,604.83871,11.171011739820282
170.0,90.0,80.0,613.49693,11.252754719271415
170.0,90.0,90.0,596.42147,11.093010105416166
170.0,90.0,90.0,604.83871,11.171809914251236
170.0,90.0,90.0,613.49693,11.253071496393122
170.0,90.0,100.0,596.42147,11.094415101830112
170.0,90.0,100.0,604.83871,11.172696430313835
170.0,90.0,100.0,613.49693,11.253423334335839
170.0,90.0,110.0,596.42147,11.095957239823095
170.0,90.0,110.0,604.83871,11.173669479162683
170.0,90.0,110.0,613.49693,11.253809515210191
170.0,90.0,120.0,596.42147,11.097633387703326
170.0,90.0,120.0,604.83871,11.174727084781965
170.0,90.0,120.0,613.49693,11.25422925478051
170.0,90.0,130.0,596.42147,11.09944015943276
170.0,90.0,130.0,604.83871,11.175867110669962
170.0,90.0,130.0,613.49693,11.25468170511809
170.0,90.0,140.0,596.42147,11.101373926020365
170.0,90.0,140.0,604.83871,11.177087267027739
170.0,90.0,140.0,613.49693,11.255165957453496
170.0,90.0,150.0,596.42147,11.103430827660816
170.0,90.0,150.0,604.83871,11.178385118418605
170.0,90.0,150.0,613.49693,11.255681045217269
170.0,90.0,160.0,596.42147,11.105606786562054
170.0,90.0,160.0,604.83871,11.179758091861927
170.0,90.0,160.0,613.49693,11.256225947251783
170.0,90.0,170.0,596.42147,11.107897520401924
170.0,90.0,170.0,604.83871,11.181203485323831
170.0,90.0,170.0,613.49693,11.25679959118083
170.0,90.0,180.0,596.42147,11.110298556351777
170.0,90.0,180.0,604.83871,11.182718476565649
170.0,90.0,180.0,613.49693,11.25740085692179
170.0,90.0,190.0,596.42147,11.112805245602678
170.0,90.0,190.0,604.83871,11.184300132309836
170.0,90.0,190.0,613.49693,11.25802858032304
170.0,90.0,200.0,596.42147,11.115412778328855
170.0,90.0,200.0,604.83871,11.18594541768128
170.0,90.0,200.0,613.49693,11.258681556911073
170.0,100.0,10.0,596.42147,11.08843612540417
170.0,100.0,10.0,604.83871,11.168923853300184
170.0,100.0,10.0,613.49693,11.251926086532876
170.0,100.0,20.0,596.42147,11.088663348544168
170.0,100.0,20.0,604.83871,11.16906722493898
170.0,100.0,20.0,613.49693,11.251982987078355
170.0,100.0,30.0,596.42147,11.08904152834783
170.0,100.0,30.0,604.83871,11.169305846320224
170.0,100.0,30.0,613.49693,11.252077690113282
170.0,100.0,40.0,596.42147,11.089569877849142
170.0,100.0,40.0,604.83871,11.16963922088934
170.0,100.0,40.0,613.49693,11.252209998567254
170.0,100.0,50.0,596.42147,11.090247299119035
170.0,100.0,50.0,604.83871,11.170066655882064
170.0,100.0,50.0,613.49693,11.252379637498464
170.0,100.0,60.0,596.42147,11.091072387067024
170.0,100.0,60.0,604.83871,11.170587264723325
170.0,100.0,60.0,613.49693,11.252586255046097
170.0,100.0,70.0,596.42147,11.09204343429733
170.0,100.0,70.0,604.83871,11.171199970091157
170.0,100.0,70.0,613.49693,11.252829423646153
170.0,100.0,80.0,596.42147,11.093158436996335
170.0,100.0,80.0,604.83871,11.171903507631653
170.0,100.0,80.0,613.49693,11.253108641505642
170.0,100.0,90.0,596.42147,11.094415101822094
170.0,100.0,90.0,604.83871,11.172696430306017
170.0,100.0,90.0,613.49693,11.253423334328248
170.0,100.0,100.0,596.42147,11.095810853763666
170.0,100.0,100.0,604.83871,11.173577113349612
170.0,100.0,100.0,613.49693,11.253772857282028
170.0,100.0,110.0,596.42147,11.097342844932065
170.0,100.0,110.0,604.83871,11.174543759818754
170.0,100.0,110.0,613.49693,11.25415649720122
170.0,100.0,120.0,596.42147,11.09900796424121
170.0,100.0,120.0,604.83871,11.175594406699275
170.0,100.0,120.0,613.49693,11.254573475010165
170.0,100.0,130.0,596.42147,11.100802847932218
170.0,100.0,130.0,604.83871,11.176726931547002
170.0,100.0,130.0,613.49693,11.255022948359162
170.0,100.0,140.0,596.42147,11.102723890891724
170.0,100.0,140.0,604.83871,11.177939059629184
170.0,100.0,140.0,613.49693,11.255504014458364
170.0,100.0,150.0,596.42147,11.104767258710833
170.0,100.0,150.0,604.83871,11.179228371533657
170.0,100.0,150.0,613.49693,11.256015713098007
170.0,100.0,160.0,596.42147,11.106928900428155
170.0,100.0,160.0,604.83871,11.180592311209296
170.0,100.0,160.0,613.49693,11.256557029839334
170.0,100.0,170.0,596.42147,11.109204561898093
170.0,100.0,170.0,604.83871,11.182028194400694
170.0,100.0,170.0,613.49693,11.257126899362142
170.0,100.0,180.0,596.42147,11.11158979972173
170.0,100.0,180.0,604.83871,11.183533217438805
170.0,100.0,180.0,613.49693,11.257724208953524
170.0,100.0,190.0,596.42147,11.114079995678185
170.0,100.0,190.0,604.83871,11.18510446634617
170.0,100.0,190.0,613.49693,11.25834780212164
170.0,100.0,200.0,596.42147,11.116670371588842
170.0,100.0,200.0,604.83871,11.186738926216215
170.0,100.0,200.0,613.49693,11.258996482318185
170.0,110.0,10.0,596.42147,11.090021729296708
170.0,110.0,10.0,604.83871,11.16992432797925
170.0,110.0,10.0,613.49693,11.252323152062734
170.0,110.0,20.0,596.42147,11.090247300572058
170.0,110.0,20.0,604.83871,11.170066657336534
170.0,110.0,20.0,613.49693,11.252379638953702
170.0,110.0,30.0,596.42147,11.09062273108767
170.0,110.0,30.0,604.83871,11.170303543990782
170.0,110.0,30.0,613.49693,11.252473653518363
170.0,110.0,40.0,596.42147,11.091147239598671
170.0,110.0,40.0,604.83871,11.170634494997161
170.0,110.0,40.0,613.49693,11.25260500011887
170.0,110.0,50.0,596.42147,11.091819736157632
170.0,110.0,50.0,604.83871,11.1710588226278
170.0,110.0,50.0,613.49693,11.252773405812302
170.0,110.0,60.0,596.42147,11.092638825888866
170.0,110.0,60.0,604.83871,11.1715756467527
170.0,110.0,60.0,613.49693,11.252978521295713
170.0,110.0,70.0,596.42147,11.093602813809046
170.0,110.0,70.0,604.83871,11.172183897881961
170.0,110.0,70.0,613.49693,11.253219922113336
170.0,110.0,80.0,596.42147,11.094709710671758
170.0,110.0,80.0,604.83871,11.172882320853155
170.0,110.0,80.0,613.49693,11.253497110120298
170.0,110.0,90.0,596.42147,11.0959572398072
170.0,110.0,90.0,604.83871,11.173669479147126
170.0,110.0,90.0,613.49693,11.253809515195119
170.0,110.0,100.0,596.42147,11.097342844924134
170.0,110.0,100.0,604.83871,11.174543759811039
170.0,110.0,100.0,613.49693,11.25415649719371
170.0,110.0,110.0,596.42147,11.098863698837338
170.0,110.0,110.0,604.83871,11.175503378964493
170.0,110.0,110.0,613.49693,11.254537348134816
170.0,110.0,120.0,596.42147,11.100516713077514
170.0,110.0,120.0,604.83871,11.17654638786421
170.0,110.0,120.0,613.49693,11.254951294606634
